film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
paterson,9.041152514118677,9.8,True,9.42023118012532
neon-genesis-evangelion-the-end-of-evangelion,9.031861834241123,9.8,True,9.231218091701935
memories-of-murder,9.028996874901367,8.0,True,8.727265012692193
princess-mononoke,9.026213017784634,,False,8.779605616129809
kikis-delivery-service,9.0158887121689,8.5,True,8.83947953047401
werckmeister-harmonies,9.002427444489017,10.0,True,9.432159788573925
arrival,8.995989315030059,8.8,True,8.75446519775673
ran,8.995506731280692,9.0,True,8.99489090653664
certain-women,8.991884978123524,10.0,True,9.590700135252506
before-sunset,8.978127880408403,8.5,True,8.927448282662521
neon-genesis-evangelion,8.968781133553447,,False,9.09493301730743
columbus,8.94086254197936,9.8,True,9.431460148918095
before-midnight,8.920928040459371,,False,8.649450621647292
wristcutters-a-love-story,8.902889638182119,,False,8.246275274098164
another-round,8.889294083417923,,False,8.627872392983019
disobedience,8.885573423569625,8.5,True,8.806291274592814
close-up,8.878914928560302,9.5,True,9.642704892273516
requiem-for-a-dream,8.860984650953698,,False,8.04434225878703
close-your-eyes,8.835187460705582,9.5,True,9.668229004151453
the-worst-person-in-the-world,8.815699529582774,8.8,True,8.882280454473484
seven-samurai,8.806852577692672,,False,8.739398898293055
portrait-of-a-lady-on-fire,8.797771706267564,,False,9.028355414960727
the-testament-of-ann-lee,8.786459407686106,8.6,True,8.834629527842308
melancholia,8.786312848568857,9.5,True,9.403582316704142
raise-the-red-lantern,8.783952210191371,9.2,True,8.930956606699686
fallen-leaves,8.782209267967646,9.5,True,9.359151610134953
lady-bird,8.743420815953034,,False,8.88539532365328
extraordinary-stories,8.71171400059532,8.5,True,8.993037076536321
do-not-expect-too-much-from-the-end-of-the-world,8.687254548912538,9.2,True,8.77384555364231
the-master,8.68049952115475,9.3,True,8.788737045969693
night-of-the-living-dead,8.676099800029181,,False,8.577716720058024
viola,8.67454455872847,9.4,True,9.25171660599771
mulholland-drive,8.666202137014428,9.2,True,8.806334572121656
pacifiction,8.665784046469328,9.0,True,9.019428070026773
the-witch,8.66220527133708,,False,8.417232426539696
the-passion-of-joan-of-arc,8.640438203533666,,False,9.328819782543302
personal-shopper,8.628467660168509,9.0,True,9.412679270810523
aguirre-the-wrath-of-god,8.62790819570897,8.5,True,8.525387231882009
the-disciple,8.624027457479029,8.8,True,9.27047767606381
bojack-horseman-christmas-special-sabrinas,8.59825121004936,,False,8.146522153970995
the-secret-agent,8.582610506174412,,False,8.773150918600452
blade-runner,8.566367156436934,8.5,True,8.718819403896529
sentimental-value,8.564970305437587,,False,9.331029729970375
parasite,8.559264588192262,,False,8.113187301453058
blue-is-the-warmest-color,8.544677656148897,8.0,True,8.44948805648096
a-clockwork-orange,8.531215543129848,,False,8.097173056819315
2046,8.524216823577026,,False,9.43036388040971
suspiria,8.502384973808086,,False,8.662679507873655
chungking-express,8.501274686520134,,False,9.140956963563367
happy-go-lucky,8.498597336654448,9.0,True,8.981218472309584
perfect-blue,8.486528310774089,,False,8.625254677484614
hal-harper,8.485373168957654,8.8,True,8.794169091492112
the-royal-tenenbaums,8.478631661304666,6.8,True,7.6919656796187095
little-white-dove,8.455655533575266,8.5,True,8.71054914817044
killers-of-the-flower-moon,8.453763781374969,9.5,True,8.991334662966889
daisies,8.44512405372454,8.8,True,8.269188651169198
a-woman-under-the-influence,8.444211510382363,9.8,True,8.938334694095047
gueros,8.417438364888605,8.5,True,8.670885360907882
before-sunrise,8.409069095033248,,False,8.620574069655971
the-power-of-the-dog,8.394861510667198,8.5,True,8.690944716158524
inside-llewyn-davis,8.378677781803308,,False,8.093301067108536
twin-peaks,8.37758702950752,,False,8.858653357595179
the-celebration,8.33103342486813,8.5,True,8.29610790372889
mississippi-masala,8.314345115624395,9.0,True,8.762957939815609
ema,8.307848341731717,8.0,True,7.951897226692869
spencer,8.296622535506888,,False,8.760430710437861
mommy,8.286744809227908,8.5,True,8.665444377852138
oldboy,8.233331393846898,7.5,True,7.598835256996599
barry-lyndon,8.229470727346644,6.5,True,7.932129667657249
crouching-tiger-hidden-dragon,8.223928251083382,9.5,True,8.882075051935997
hamnet,8.207504668189557,,False,8.557045123227574
sinners,8.192027158245086,7.5,True,8.058203607279394
it-was-just-an-accident,8.17110687062656,,False,8.05238416849578
a-beautiful-day-in-the-neighborhood,8.143879085675746,8.8,True,8.833463710416908
amelie,8.134464957089238,4.5,True,7.069106724855986
her,8.113644355913356,8.2,True,8.902036860794242
psycho,8.092005455831611,8.0,True,8.256008841387823
500-days-of-summer,8.078053378460398,,False,8.07314966688663
the-lighthouse,8.047438719643262,,False,8.143623944808997
poor-things,8.040364786521856,8.0,True,7.744146499990841
in-the-mood-for-love,7.991379212031187,9.5,True,9.341056960309553
eternal-sunshine-of-the-spotless-mind,7.987791741073365,,False,8.41979772779158
pulp-fiction,7.931485358052927,,False,7.8718532575019955
rocky,7.9085043309933045,9.2,True,8.485935666048627
the-handmaiden,7.85241349121738,,False,7.897310108521675
cha-cha-real-smooth,7.836107015625287,8.5,True,8.108382792404424
the-assassination-of-jesse-james-by-the-coward-robert-ford,7.8021838338100515,8.5,True,8.28764092413087
coraline,7.798988249650938,8.8,True,8.458370657464569
emma,7.794071531910145,6.5,True,6.754707010416066
phantom-thread,7.769927995029141,,False,7.940394040895358
alien,7.703588840183892,,False,8.392260121359577
primer,7.6707803070908955,6.5,True,7.391193903133701
the-shining,7.655355106323887,,False,8.59621459324974
mad-max-fury-road,7.6464419246612945,8.5,True,8.045206934006877
flcl,7.6276528511462125,,False,8.262784640336942
scott-pilgrim-vs-the-world,7.623997966893697,,False,7.209408819235988
pride-prejudice,7.598230029683167,,False,7.94748634419924
sorry-baby,7.593715506466985,,False,8.418748382401144
triangle-of-sadness,7.5156907459940285,7.0,True,7.451098766032401
dawn-of-the-dead,7.509084121399561,,False,8.238520591034295
nosferatu,7.478483001558435,,False,8.290079396876616
climax,7.4780899607521745,,False,8.154242375447385
once-upon-a-time-in-hollywood,7.337722871793005,8.5,True,8.49768069570637
la-la-land,7.269004165361278,5.5,True,6.916593659919959
godzilla,7.22436960968968,,False,8.923353287121662
one-battle-after-another,7.222292486366401,,False,7.28189100526724
beauty-and-the-beast,6.98276996478746,6.0,True,6.605450545913531
weapons,6.817812481484409,,False,6.9015455062513436
jurassic-park,6.735113089234142,7.5,True,7.911325417397917
halloween,6.682838666424365,,False,8.350069690135298
manhattan,6.623935980351579,5.0,True,6.445127415691163
but-im-a-cheerleader,6.574734328969122,,False,7.678844633926901
fantastic-mr-fox,6.53673186721708,,False,7.414586273780455
marty-supreme,5.711707449218121,5.5,True,6.328836097098384
shaun-of-the-dead,5.0671357218853,,False,7.323700580766827
the-nightmare-before-christmas,4.785934208522998,,False,7.762732526108869
