film_id,nota_modelo,nota_gemini,evaluada,nota_lineal
night-of-the-living-dead,8.481423508585603,,False,8.932829626284185
coraline,8.444591735850395,8.8,True,7.9073801058556015
aguirre-the-wrath-of-god,8.431868734462919,8.5,True,9.099431258270819
inside-llewyn-davis,8.428871370623739,,False,8.205391046583548
sorry-baby,8.414990391067704,,False,9.15522990822761
spencer,8.411315387161611,,False,8.349192379799723
500-days-of-summer,8.400273230962354,,False,7.753355705403026
nosferatu,8.373544729759326,,False,8.220400119915613
halloween,8.349740606837234,,False,8.339744115278027
dawn-of-the-dead,8.349657900151026,,False,8.745670974605412
rocky,8.329107443292184,9.2,True,8.156510325265096
the-shining,8.32909180471826,,False,7.167358556712445
daisies,8.327443079293687,8.8,True,8.722958803784016
barry-lyndon,8.308670720019045,6.5,True,8.22811351263931
alien,8.304601464113786,,False,8.495977240683573
the-handmaiden,8.29252875092116,,False,7.934234078903259
climax,8.272767422672915,,False,7.764383106083688
hamnet,8.244463568181235,,False,8.663372237356716
primer,8.231126378091108,6.5,True,7.903429795638659
godzilla,8.223922272867853,,False,7.854735568998408
flcl,8.21946789432772,,False,7.052267512395699
ema,8.2100003572716,8.0,True,8.41328408544766
suspiria,8.196851646142918,,False,8.175596986926061
once-upon-a-time-in-hollywood,8.177168135875673,8.5,True,7.045043955079533
it-was-just-an-accident,8.175008548810151,,False,8.531573530426916
wristcutters-a-love-story,8.1500628777514,,False,8.56184176463814
the-lighthouse,8.12335305653957,,False,7.410026051415363
the-witch,8.117738179956348,,False,8.612683668031307
pulp-fiction,8.062425605731585,,False,7.516571608311721
the-assassination-of-jesse-james-by-the-coward-robert-ford,8.021176856320864,8.5,True,8.704846148253353
jurassic-park,8.003439434615562,7.5,True,6.521499740562096
triangle-of-sadness,7.988864862953663,7.0,True,7.996516147010444
bojack-horseman-christmas-special-sabrinas,7.973458707776088,,False,7.996539369422756
oldboy,7.958986179738243,7.5,True,7.896854475870485
sinners,7.957853765121054,7.5,True,7.707232440111217
cha-cha-real-smooth,7.952890696734301,8.5,True,8.053782870178948
psycho,7.947463334934557,8.0,True,7.96079008229092
pride-prejudice,7.932401286156444,,False,8.185325243439156
poor-things,7.920881238314225,8.0,True,8.242841529720277
a-clockwork-orange,7.902372689365086,,False,8.479436716576554
mad-max-fury-road,7.886489286955601,8.5,True,7.774379812491013
manhattan,7.8605671516923,5.0,True,7.773064236681887
amelie,7.751862937838391,4.5,True,8.514081762638762
the-royal-tenenbaums,7.742249624215706,6.8,True,7.7223865091384285
one-battle-after-another,7.736938967411155,,False,7.226932636144359
but-im-a-cheerleader,7.611154229442289,,False,6.967418076257956
fantastic-mr-fox,7.566877302388187,,False,7.223435422547383
the-nightmare-before-christmas,7.553210758788122,,False,6.787862168308241
la-la-land,7.533394730978614,5.5,True,7.242797206013508
scott-pilgrim-vs-the-world,7.440262048892794,,False,6.701938820075725
shaun-of-the-dead,7.335491706652843,,False,7.326440450894729
weapons,7.161139787499564,,False,8.524627430168861
emma,7.11219645036298,6.5,True,7.923589138125879
marty-supreme,6.932699184799299,5.5,True,7.006033887114944
sentimental-value,6.891188279814933,,False,10.319243660561716
beauty-and-the-beast,6.815371857967606,6.0,True,7.331813137683119
