film_id,nota_modelo,nota_gemini,evaluada,nota_lineal
rocky,8.488553223422214,9.2,True,7.910828574557454
sorry-baby,8.484563536196184,,False,7.598669897975155
coraline,8.462913339616753,8.8,True,7.796279871766234
alien,8.44775152858346,,False,7.705532692960111
blue-is-the-warmest-color,8.440499854666138,8.0,True,8.545510296760249
the-witch,8.422668493901856,,False,8.662644502007403
halloween,8.419936537533879,,False,6.68332163418347
eternal-sunshine-of-the-spotless-mind,8.405615045950432,,False,7.988252593035051
the-celebration,8.35772626975735,8.5,True,8.328993439153988
the-assassination-of-jesse-james-by-the-coward-robert-ford,8.341736021337463,8.5,True,7.803538352605926
monos,8.278093384408807,8.0,True,9.067743627298967
dawn-of-the-dead,8.27768350268927,,False,7.510108961923523
daisies,8.273058798259157,8.8,True,8.442457733391679
nosferatu,8.26566993563478,,False,7.476296801938994
psycho,8.264648278879818,8.0,True,8.092452860065782
flcl,8.26441460644192,,False,7.627017179108613
inside-llewyn-davis,8.261029034491335,,False,8.380707398803738
bojack-horseman-christmas-special-sabrinas,8.228201806928436,,False,8.598339463625187
wristcutters-a-love-story,8.160674924469873,,False,8.902160416405286
parasite,8.152319098900756,,False,8.5610358521741
climax,8.150064786156339,,False,7.478193199131556
the-lighthouse,8.107444154960824,,False,8.046731889640945
cha-cha-real-smooth,8.086306962531129,8.5,True,7.834964158480804
a-clockwork-orange,8.064337674678047,,False,8.530990601721541
sinners,8.047125328286997,7.5,True,8.219177197592115
mad-max-fury-road,8.044716668553358,8.5,True,7.645512414674088
500-days-of-summer,8.042249053116635,,False,8.077569301022876
requiem-for-a-dream,8.00600134137011,,False,8.860294790472764
pulp-fiction,7.97632123274778,,False,7.927596588447933
jurassic-park,7.955481228323463,7.5,True,6.735843953150432
it-was-just-an-accident,7.952593254746241,,False,8.167966859950166
barry-lyndon,7.950812022260306,6.5,True,8.225933621859042
the-handmaiden,7.907565219321206,,False,7.852880397011116
phantom-thread,7.807989329160101,,False,7.769248648858071
ema,7.783144963293307,8.0,True,8.307281973488594
pride-prejudice,7.781655285905089,,False,7.597299623838098
the-royal-tenenbaums,7.750714205329416,6.8,True,8.477600343161901
poor-things,7.750395693036411,8.0,True,8.040565361807039
the-nightmare-before-christmas,7.71244884941947,,False,4.79431342972914
hamnet,7.692147699803026,,False,8.207232037676421
but-im-a-cheerleader,7.689454942417563,,False,6.575252688864115
fantastic-mr-fox,7.504168825658307,,False,6.540126554750942
triangle-of-sadness,7.46784824580913,7.0,True,7.515359118281482
shaun-of-the-dead,7.451651117275001,,False,5.072762748266436
oldboy,7.423034895374085,7.5,True,8.233028502771361
primer,7.384696468620673,6.5,True,7.671035854827562
scott-pilgrim-vs-the-world,7.19124682275417,,False,7.623575587818883
amelie,7.084217304494051,4.5,True,8.134922846329706
weapons,7.0538115931132435,,False,6.820357405914117
la-la-land,6.946859303505283,5.5,True,7.2693203093701095
emma,6.757559836518784,6.5,True,7.793834198917875
one-battle-after-another,6.744887590886189,,False,7.225216872132817
beauty-and-the-beast,6.670543465417564,6.0,True,6.983816081420328
manhattan,6.592576258149539,5.0,True,6.624008863548843
marty-supreme,6.168776263670685,5.5,True,5.712560409463704
