film_id,nota_modelo,nota_gemini,evaluada,nota_lineal
the-testament-of-ann-lee,8.88200582330082,8.6,True,8.78813209439091
paju,8.861351041408858,9.2,True,9.161244930466616
blade-runner,8.854663572560248,8.5,True,8.565450129812263
spencer,8.846837237427039,,False,8.29545761446174
burning,8.84456054524293,,False,9.282921639221167
twin-peaks,8.832528170035035,,False,8.373647989418286
before-sunset,8.827547273499903,8.5,True,8.976450838416177
the-worst-person-in-the-world,8.816073355420432,8.8,True,8.815336178870123
the-fallout,8.802484322383007,8.8,True,9.61893889469011
do-not-expect-too-much-from-the-end-of-the-world,8.800558857281027,9.2,True,8.685513354380088
mulholland-drive,8.79418160756348,9.2,True,8.664294936780085
arrival,8.785154494236064,8.8,True,8.993278373347946
a-beautiful-day-in-the-neighborhood,8.781323655729413,8.8,True,8.146333590622765
disobedience,8.777947855483038,8.5,True,8.88268903679286
princess-mononoke,8.767859084679797,,False,9.027606408592503
kikis-delivery-service,8.764053978996497,8.5,True,9.016795551562769
memories-of-murder,8.75904480497321,8.0,True,9.027524150143313
winter-sleep,8.75606884098311,9.2,True,9.40552620789364
let-the-right-one-in,8.754156840477318,,False,9.074413219287173
mississippi-masala,8.745060393413869,9.0,True,8.313928281115714
little-white-dove,8.742310794370905,8.5,True,8.456101726942354
hal-harper,8.738300969401463,8.8,True,8.484057014241062
the-secret-agent,8.70250619998921,,False,8.579333965218265
seven-samurai,8.702470464768425,,False,8.808255893399291
the-power-of-the-dog,8.697139260326997,8.5,True,8.396036999419513
another-round,8.687860610786993,,False,8.88960801074147
gueros,8.6836427694116,8.5,True,8.417080452404115
suspiria,8.669989951409692,,False,8.499947635130244
mommy,8.667174314431382,8.5,True,8.287670884164672
night-of-the-living-dead,8.641531406001999,,False,8.674856154844168
before-midnight,8.63772768451128,,False,8.917483672929531
the-shining,8.585139465718601,,False,7.651646309305456
before-sunrise,8.5815922566655,,False,8.408219739444574
coraline,8.557201853298231,8.8,True,7.796277843440187
perfect-blue,8.552829767845253,,False,8.486188141612189
aguirre-the-wrath-of-god,8.537801969314456,8.5,True,8.627798358445688
once-upon-a-time-in-hollywood,8.512824968919189,8.5,True,7.337198823649159
sorry-baby,8.479876632668354,,False,7.598662798924756
the-witch,8.47379459786944,,False,8.662644852213427
blue-is-the-warmest-color,8.453180608811909,8.0,True,8.54551200258728
rocky,8.428775565011394,9.2,True,7.910830241743904
halloween,8.422951855169089,,False,6.683316003319928
alien,8.419417474129647,,False,7.70553234106313
nosferatu,8.389814922097143,,False,7.476306763016362
eternal-sunshine-of-the-spotless-mind,8.373423771138633,,False,7.988247680361514
the-celebration,8.367101014908943,8.5,True,8.328994566316718
the-assassination-of-jesse-james-by-the-coward-robert-ford,8.357747740506204,8.5,True,7.803538740540614
inside-llewyn-davis,8.27651843922396,,False,8.380698606860657
dawn-of-the-dead,8.253602598086637,,False,7.510112008871689
monos,8.251904734707628,8.0,True,9.067744241516387
wristcutters-a-love-story,8.243133853046773,,False,8.902160829393523
daisies,8.241634304060474,8.8,True,8.4424609700974
psycho,8.21095202563628,8.0,True,8.092454157043107
barry-lyndon,8.186304472053164,6.5,True,8.225938729764769
bojack-horseman-christmas-special-sabrinas,8.18235992298025,,False,8.598331438080095
the-lighthouse,8.170878640181506,,False,8.046735971910081
parasite,8.161573312202009,,False,8.561034249122578
flcl,8.159234542289884,,False,7.627013345903675
a-clockwork-orange,8.126705160492312,,False,8.530990082781997
climax,8.103344551192906,,False,7.478190455259451
cha-cha-real-smooth,8.052339540515476,8.5,True,7.834958253603148
sinners,8.011501849955396,7.5,True,8.219175274270619
500-days-of-summer,7.992791005117222,,False,8.077569538630438
it-was-just-an-accident,7.992436926422928,,False,8.167976186703324
the-royal-tenenbaums,7.991038031352485,6.8,True,8.477603373278512
pride-prejudice,7.978379788341963,,False,7.59729959279858
mad-max-fury-road,7.975924407583523,8.5,True,7.645512749728797
requiem-for-a-dream,7.952807617621951,,False,8.860292349226935
pulp-fiction,7.945934201236412,,False,7.927597040005638
poor-things,7.94009476494187,8.0,True,8.040567245187304
ema,7.933318055477423,8.0,True,8.307281234739346
phantom-thread,7.914741231532865,,False,7.769245729104762
the-handmaiden,7.853504340463184,,False,7.852880729870487
jurassic-park,7.8375019803350305,7.5,True,6.735846202886043
hamnet,7.795730707620344,,False,8.207246546401867
the-nightmare-before-christmas,7.731231703040075,,False,4.794303713012754
fantastic-mr-fox,7.642528502602934,,False,6.5401286937287075
but-im-a-cheerleader,7.620049543548696,,False,6.575245160097291
oldboy,7.40647941289463,7.5,True,8.233028404748296
triangle-of-sadness,7.401978135901415,7.0,True,7.515354610529973
shaun-of-the-dead,7.354318348181622,,False,5.072760125831728
primer,7.286799727105883,6.5,True,7.671034421774424
amelie,7.245138661787303,4.5,True,8.134921766438207
scott-pilgrim-vs-the-world,7.2068399505380105,,False,7.623568434875583
la-la-land,7.052744763593369,5.5,True,7.269315107248554
weapons,7.006407132551404,,False,6.8203488873719955
emma,6.942355026383543,6.5,True,7.793832421919349
beauty-and-the-beast,6.831878651950883,6.0,True,6.9838151859052
one-battle-after-another,6.78827288399587,,False,7.225213497552613
manhattan,6.678467749894535,5.0,True,6.6240071977742065
marty-supreme,6.134670640880297,5.5,True,5.712564899742679
